docid,dirid,keywords,keywords_nouns,ur,topic
477342586,120931,헬리오시티 매매 안녕하세요? 헬리오시티를 2024년1월5일 취득했습니다 2026년 1월6일 이후에 매매 할 예정 입니다 근데 2023년3월24 일에 지방 미분양 아파트 6억7천 에 분양받아 분양권을가자고 있는데. 이경우 1가구2주택 이 되는지 그리고 양도세를 줄일수있는방법이 궁금합니다,헬리 시티 매매 헬리 시티 취득 이후 매매 미분 아파트 분양 분양 이경우 주택 도세 방법,rural,1
477300462,121220,어디대학가는게 좋을까요? 학교 분위기나 과분위기 등으로 따졌을때 어느 학교를 가는게 가장 좋을까요? 추천해주세요!,어디 분위기 과분 위기 때,rural,2
477353292,120935,연천 댑싸리공원 지금 가도 예쁜가요? 내일 갈까 하는데 지금도 울긋불긋 예쁜가요?,댑싸리 공원 울긋불긋,rural,2
477343276,121018,경남 함안군  버스 교통카드 고향인 함안에 갈 참인데 궁금한 게 있어서요 함안군내 농촌버스.공영버스 카카오 모바일 교통카드로 이용이 가능 한가요? 빨리 알고 싶어요....!,경남 버스 교통카드 고향 게 농촌 버스 공영 버스 카카오 모바일 교통카드 이용 가요 알,rural,5
477275559,120931,예산예화여고 기숙사질문 ㅠㅠ 올해 중3인 여학생인데 예화여고 진학을 생각해보거있거든요 근데 기숙사를 써야해서 기숙사 들어가면 폰 걷나요?? 그리고 방은 몇명씩 쓰나여 그리고 방에 화장실있나요? 화장실 공용인가요? 기숙사 넓나요? 통금은 몇시인지 궁금합니다 ㅠㅠ!! 예화여고 재학생분이 답 해주셨으면 좋겠습니다!!,여고 기숙사 올해 여학생 여고 진학 생각 기숙사 기숙사 폰 화장실 화장실 공용 기숙사 통금 시인 여고 재학생,rural,1
477312205,121220,고등학교 어디갈지 추천 좀 해주세요 현재 구로고 동작구 영등포구 금천구 근처 일반고를 어디로 진학해야 좋을지 생각 중 인데 괜찮은 고등학교 알려주세요ㅠㅠ 내신따기 어떤지 학교 분위기는 어떤지 장단점은 뭔지 말씀해주시면 감사하겠습니다! 여학생이고 여고 진학도 생각 있습니다!,고등학교 어디 좀 현재 구로고 근처 반고 어디 진학 생각 고등학교 분위기 장단점 말씀 여학생 여고 진학 생각,rural,4
477338985,120931,동탄 호수공원 자전거 대여 동탄 호수 공원에는 자전거 대여할 수 있는 곳 없나요?,동탄 호수 공원 자전거 대여 동탄 호수 공원 자전거 대여 곳,rural,2
477374402,121220,고등학교 어디로 갈까요?? 이제 곧 졸업이 다가오니까 입시가 걱정이 되는데요..배화여고 아니면 덕성여고를 가려고 하는데 어디가 나을까요..?? 배화가 더 집에서 가깝기는 한데 덕성이 학생수가 100명가량 많습니다.,고등학교 어디 이제 곧 졸업 입시 걱정 배화여고 덕성여고 화가 더 집 학생 가량,rural,4
477367017,121013,입원 시 상주 보호자 미성년자 지금 대구 w병원에 입원중인데 여자친구가 저랑 만 18세로 동갑입니다 그래서 병원 입원병동측에 만 18세 미성년자를 상주 보호자로 등록 가능한지 물어보니 된다고 하더라고요 질문 드릴게요 1 상주 보호자가 등록이 되면 부모님께 연락이 가나요? 2 입원실 비용이나 금액이 더 청구 될까요?,입원 보호자 미성년 입원 여자친구 만 세로 동갑 입원 만 미성년 보호자 등록 보호자 등록 부모님 연락 가나 입원 실 비용 금액 더,rural,2
477365595,121205,2024 여수 불꽃축제 제가 내일 여수를 가는데요 불꽃 축제 보러가는게 아니라 그냥 가족들하고 여행인데 하필 내일이 불꽃축제더라고요..ㅠ 사람 많이 많을까요? 불꽃축제는 안보면 그만이지만 주변 식당들도 웨이팅 막 엄청 길고그럴까요..? 제가 묵는 숙소도 보니까 다 매진이던데 숙소 수영장에도 사람 미어터지겠죠ㅠㅠ,불꽃 축제 제 불꽃 축제 그냥 가족 여행 하필 불꽃 축제 사람 불꽃 축제 만이 주변 식당 웨이 팅 막 제 숙소 보 숙소 수영장 사람,rural,1
477362066,121205,11/2 엑스포역->여천역 10시기차 예매하신분ㅜㅜㅜ 엑스포역에서 여천역으로 가는 10시 기차 예매하신분 있을까요ㅜㅜ? 제가 8시 30분 기차랑 10시 40분 기차 예매해놨는데 혹시 교환하시거나 표 파실분….. 진짜 너무너무 급해여ㅠㅠㅠㅠ,엑스포역 예매 엑스포역 기차 예매 제 기차 기차 예매 혹시 교환 표 분,rural,5
477357381,121011,경남 거창 질문 경남 거창에서 차박하기 좋은곳 추천 받습니다. 캠프파이어도 하기 좋으면 좋겠습이다,경남 경남 곳 캠프파이어 습,rural,0
477357307,121011,경남 거창 질문이야 1박2일로 여행 할것인데 거창에서만 먹을 수 있는데 음식볼 거리 있나요?,경남 박 여행 음식 볼,rural,2
477334577,121217,북일여고 내신 챙기기 많이 어렵나요 북일여고 가고싶은데 진짜 공부 잘하는 학생 아니면 가서 망할 정도로 내신 따기어렵나요?ㅠㅠ 북일여고 가면 공부잘하는애들 많아서 인생 망하나요?ㅠㅠ 본인의 노력에 따라 달라집니다 이런 거 말고 진짜 현실적인 답변 원해요,북일여고 북일여고 공부 학생 북일여고 가면 공부 애 인생 본인 노력 현실,rural,3
477360958,121212,벌교상업고등학교 여기 폰내나요? 제발 알려주세요ㅜㅜㅜㅜ 만약내면 정해진 시간이 몇시인가요,상업 고등학교 여기 폰 제발 만약 정해진 시간,rural,3
477372949,121307,천안 아산 고등학교 고등학교 정보를 알고 싶은데 네이버는 잘 안날려줄네요 ㅠ 천안아산역 근처에 기숙사 가능한 고등학교 있을꺼요 그고등학교에 입학은 쉬운지 알고싶어요 그리고 다른 과 있눈지 알고 싶어요,고등학교 고등학교 정보 알 네이버 근처 기숙사 고등학교 고등학교 입학 다른 과 눈 알,rural,3
477347347,121110,포항에 구룡포가있나요?? 구룡포라는곳이 포항에있나요?,곳,rural,0
477355755,120808,태백시 시민에게 질문 안녕하세요. 태백에 일자리가 있다해서 지원해볼까 생각중입니다. 현재 제천에 거주중이고 태백에 방얻어서 일을 할까 생각중인데 태백 살기 괜찮나요?? 태백시민에게 여쭙니다,시민 일자리 생각 현재 거주 생각 살기 태백시민,rural,4
477368353,121110,포항유성여고 질문 안녕하세요 25년 유성여고 입학을 희망하는 예비 고1인데 궁금증이 있어서 글 남겨요 1.내신따기 많이 어렵나요? 2.특반제도는 어떻게 운영되나요? (입학생의 경우 배치고사같은걸 치고 선발하나요?) 3.학교분위기 어떤가유..? 4.매점있나요,유성여고 유성여고 입학 희망 예비 궁금증 글 운영 입학생 경우 배치 선발 분위기 매점,rural,3
477291846,121311,전주 화산 실내 체육관 전주에 화산 실내 체육관 있잖아요. 그곳 화산체육관 빙상경기장처럼 돈 내면 들어갈 수 있나요?? 얼마 정도 하는지 알고 계신분 있으신가요?? 만일 들어갈 수 있다면 시간제한 같은것도 있을까요?,실내 체육관 실내 체육관 곳 체육관 빙상 경기장 돈 얼마 알 가요 만일 시간제,rural,0
477398099,121220,85퍼센트로 고등학교 갈수 있나요? 제가 3학년때 10퍼센트를 올렸는데요 원랜 95였어요 근데 상원고 상인고 이런데 넣으면 튕길까요? 상서고를 갈려고 해도 학원비가..ㅎ 그래서 인문계라도 가고싶은데 가능할까요? 혹시 90퍼로 학교 간 사람들이 있나요.?,퍼센트 고등학교 갈수 제 학년 때 퍼센트 원랜 상원고 상인고 튕길까 학원 인문 혹시 퍼 사람,rural,3
477408035,120931,신도림에서 궁평항가기 신도림에서 화성 궁평항 대중교통으로 가려는데 어떻게 가야 빨리 갈수가 있을까요?,궁평항 가기 궁평항 대중교통 갈수,rural,4
477379162,120931,동탄에 있는 고등학교... 동탄에 있는 고등학교중에 내신 120점대도 갈 수 있고 병점역 근처사는데 그나마 가깝고 규칙 안 빡세고 폰 안 걷는 동탄에 있는 고등학교가 어디어디 있나요,동탄 고등학교 동탄 고등학교 근처 규칙 빡세 폰 동탄 고등학교 어디 어디,rural,1
477401755,120931,entp 남자 꼬시는법 안녕하세요 infp여자 입니다..! 제가 entp남자를 조금 마음에 두고있는데 12시 지나면 제 생일이거든요.. 근데 혼자있기는싫고 그친구랑 둘이서 놀고싶어 저녁에 뭐하냐고 물어봤더니 약속있다고 그래서 아쉬운티 내고 알겠다 그랬어요 (그친구는 저 생일인거 몰라요) 진짜 너무아쉬운데 약속 일찍 파하면 나랑놀자고 하면 많이 부담스러울까요..? 너무 다가가는것같고 부담수러워서 피할까봐 무섭네요ㅜ,남자 꼬시는법 제 남자 마음 제 혼자 친구 둘이서 저녁 뭐 약속 티 친구 약속 일찍 부담 러워 피,rural,2
477198671,120931,중3 고등학교 결정 현재 동탄에서 학교다니고 있는 중3인데요 이제 곧 고등학교 원서를 써야하는데 어디를 가야 할지 모르겠어서요..내신은 180대 초반이고핸드폰을 걷지 않는 학교로 가고싶어요.동탄역 근처에 살고 있어서 거리가 너무 멀지 않은 이산고예당고이솔고 세 학교 중에서 고르려고 하는데 어떤 학교로 가야할지 모르겠어요 각 학교의 장단점이랑 교복어떤지핸드폰 걷는지학교분위기 등 알려주세요 부탁합니다!!!!,고등학교 결정 현재 동탄 이제 곧 고등학교 어디 초반 핸드폰 동탄 근처 살 산고 예당고 이솔 각 장단점 교복 핸드폰 분위기 부탁,rural,4
477395339,121513,충남 예산군 네비게이션 업데이트 가능한 곳 안녕하세요. 충남 예산군에서 네이게이션 업데이트 가능한 곳 있으면 알려주세요! 차는 아반떼 입니다.,충남 네비게이션 업데이트 곳 충남 게이 션 업데이트 곳 아반떼,rural,3
477142850,121513,예산예화여고 제가 지금 당진에서 학교를 다니고 있는데 예산예화여고 e-비지니스과를 가고 싶어요 내신 점수랑 예산예화여고가 어떤지 정보 좀 알려주세요!,여고 제 여고 비지니스 점수 고가 정보 좀,rural,1
477393054,120931,오줌이 자주 마려워져요 안녕하세요.주말마다 가만히 누워서 폰만 보는데.제가 한 1~2시간 마다 화장실이 가고 싶어져서.가면 오줌이 꽤 많이 콸콸 나오는데색은 연노랑색입니다.자꾸 가서 너무 불편한데 왜 이러는건가여.그리고 고칠 방법은 없나요 ㅜ,오줌 자주 마려워 주말 폰 제 마다 화장실 가면 오줌 꽤 콸콸 색 노랑 색 자꾸 왜 건가 방법,rural,4
477391353,120931,길거리 사진 전시 안녕하세요 고등학교에서 사진동아리를 운영하고 있는 학생입니다. 동아리 활동의 일환으로 부원들과 찍은 사진으로 무료 길거리 사진 전시를 하고싶은데 어디서 할 수 있을까요?? 학교가 가평이라 가평에 있는 마을들이나 남이섬 자라섬 음악역 1939과 같이 가평을 대표하는 장소들이어도 좋을 것 같은데.. 만약 가평에 되는 곳이 없으면 서울도 괜찮습니다! 아무 장소든 상관 없으니 알려주시면 감사하겠습니다!! 추가적으로 동아리 안에서 할만한 교내/교외활동도 추천해주시면 감사하겠습니다 :),길거리 전시 고등학교 동아리 운영 학생 동아리 일환 무료 길거리 전시 마을 남이섬 자라섬 음악 과 대표 것 만약 곳 아무 추가 동아리 교내 교외,rural,3
477401644,121220,경기 파주 영어마을 저희 학교가 담주 월에 파주 영어마을 가는데 방에 4~6명씩이고 방 맴버를 거기서 직접 정해준다고 하더라구요.. 진짠지 알고싶고요 방에 화장실 있나요? 하루 가는데 드라이기 굳이 안가져가도 되겠죠(그냥 머리 감고 대충 수건으로 말릴예정) 수업을 어케 하나요?? 질문은 총 4개이고요 성의있는 답변 부탁드려요,경기 영어 마을 저희 영어 마을 맴버 직접 짠지 화장실 하루 드라이기 굳이 그냥 머리 감고 대충 수건 수업 어케 총 성의,rural,0
477393286,121608,125cc 오토바이 옥천에서 대전 용달비용 질문드려요. 11월 4일 월요일 필요합니다. 출발지 충북 옥천군 장야리444 이안아파트 앞 cu 편의점 도착지 대전 도안동 1403 골든핑거 모터사이클 오전10시 정도에 상차 하고 싶습니다. 비용 좋고 실력 좋은 기사님들 댓글 달아주세요.,오토바이 용달 비용 월요일 출발 충북 아파트 앞 편의점 도착 골든 핑거 모터사이클 상차 비용 실력 댓글,rural,0
477410649,121220,함평톨게이트 함평 키친205 함평톨게이트에서 광교 마왕족발까지 자동차로따지면 몇km이고? 몇시간걸려요? 시간의정원 동함평톨게이트에서 광교 청기와24시감자탕까지 자동차로따지면 몇km이고? 몇시간걸려요?,톨게이트 키친 톨게이트 마왕 족발 자동차 몇 시간 시간 의정원 톨게이트 기와 자동차 몇 시간,rural,1
477410527,121220,함평톨게이트 함평 키친205 함평톨게이트에서 수원시청역 하노이맥주밤거리까지 자동차로따지면 몇km이고? 몇시간걸려요? 시간의정원 동함평톨게이트에서 수원시청역 뉴트로2010까지 자동차로따지면 몇km이고? 몇시간걸려요?,톨게이트 키친 톨게이트 하노이 맥주 밤 자동차 몇 시간 시간 의정원 톨게이트 뉴트 자동차 몇 시간,rural,1
477403531,120931,충남 야간대학교 안녕하세요 현재 충남 천안 아산권에 거주하고 있는데 일을 하면서 대학을 졸업하고 싶습니다 제가 가고 싶은 학과는 부동산학과인데요 혹시 천안 아산 권에 야간 부동산학과 있는곳 알려주실 수 있나요..?,충남 야간 대학교 현재 충남 거주 졸업 제 학과 부동산 학과 혹시 권 야간 부동산 학과 곳,rural,4
477404586,121603,충주시내버스 충주 시내버스도 내릴때 안 찍으면 나중에 버스요금 많이 청구 되나요??,시내버스 시내버스 때 나중 버스 요금,rural,5
477408659,120932,1월에 가평으로 친구들이랑 가는데 놀거 추천해주세용! 가평에서 10대들이 놀수 잇는거 추천해주세용!! 비싸지 않고 2박 3일동안 놀거에 10만원 정도 쓸거라 이정도 가격으로 추천해주세용 아 그리고 겨울에 빠지 여나요? 열면 어떤거 하는지 가르쳐 주세용,친구 놀수 박 이정 가격 겨울 세용,rural,3
477397384,120815,강원도 철원군 군대 택배 택배 11월11일에 받았으면 좋겠는데 그럼 언제 택배 보내야 하나요?,군대 택배 택배 언제 택배,rural,0
477396013,121306,감곡면 오주리 177-1번지의 영문 표기 Daum지도에서 살펴보니 전라북도 정읍시 감곡면 오주리 177-1번지 는 오주길에 접해있는 단독주택으로 나옵니다. 정읍시 감곡면 오주리 177-1번지를 영문으로 표기하는 방법을 알려주시기 바랍니다.,번지 영문 표기 번지 접 단독주택 번지 영문 표기 방법,rural,0
477385043,121603,충주 지씨 말고 다른 지씨 있나요 지씨는 충주 지씨 말고 없는 것으로 아는데 혹시 지씨 중에 충주 지씨 말고 다른 가문?도 있나요? 광주 지씨랑 충주 지씨가 같은건 아닌것 같던데 ... 정확하게 정리해주세요,지씨 다른 지씨 지씨 지씨 것 혹시 지씨 지씨 다른 가문 지씨 지씨,rural,3
477401303,121018,함안고 주변 운동장 주말에 함안고 주변에 사용가능한 학교 운동장 있나요?,주변 운동장 주말 주변 사용 운동장,rural,2
477405451,120817,음료수 제로 슈발 그놈의 제로좀 그만내면 안돼나 벌어먹을게 얼마나없으면 편의점에 가면 죄다 제로제로임 자주먹던 티즐은 안보이고 냅다 티즐 제로밖에 없는데 티즐 원본 안파나요;,음료수 제로 슈발 놈 제로 좀 얼마나 편의점 가면 제로 제로 자주 티즐 티즐 제로 티즐 원본,rural,1
477404286,121603,주덕으로 이사갈 것 같은데 고등학교 잇나여 주덕고등학교 밖에 안 떠서요,것 고등학교 고등학교,rural,3
477389603,121307,고창 휴먼시아 전북 고창 휴먼시아 장기 임대아파트가 임대 기간이 몇년인가요? 그리고 임대기간 끝나면 분양으로 가나요? 분양 시점이 언제쯤인가요 아파트 지었을때 입주 한 사람 입니다,휴먼시아 휴먼시아 임대 아파트 임대 기간 년 임대 기간 분양 가나 분양 시점 언제 아파트 때 사람,rural,4
477406256,121110,포항에서 두시간정도거리 가볼만한곳추천이요 큰맘 먹고 남편과 시간내서 일박해서 여행가보려고합니다 시간 내기가 서로 쉽지않아 먼거리는 안될듯요 두시간거리에 온천도 가능하고 자연도 볼수있는곳 없을까요 포항주변은.늘 아는거라 그렇구요,간정 도거리 곳 맘 남편 시간 일박 여행 고합 시간 서로 듯 시간 자연도 곳 주변 늘,rural,4
477403481,120931,신연중 가는 방법 안녕하세요 현재 6학년 입니다 제가 신연중에 가고 싶은데 ㅜㅜ 제가 홍제1동 사거리? 딱 홍제역 바로 앞에 사는데요 홍은중 가겠죠..? 신연중 갈 수 있는 방법은 없을까요..? 언니는 올해 중학교 졸업하는데 홍은중 나왔어요 ㅜㅜ 제발 도와주세요..ㅜㅜㅜ,연중 방법 현재 학년 제 연중 제 바로 앞 홍 연중 방법 언니 올해 중학교 졸업 홍 제발,rural,3
477395014,121205,드론 원스톱 민원서비스 여수에서 특별승인신청 가격이 얼마정도하나요? 지역마다 다르나요?,드론 원스톱 민원 서비스 승인 가격 얼마 지역,rural,2
477384781,121507,천안 두정고... 천안 두정고 떨어질 확률이 크나요 경쟁률이나 뺑뺑이 같은 거 고려했을 때… 크다면 어느정도로 큰가요,두정고 두정고 확률 경쟁률 뺑뺑 고려 때,rural,4
477278673,121507,천안 청수 고등학교 진학 중3 남자 청수고 가고싶은데 요즘 청수고 분위기 좋나요? 그리고 청수고 동아리 뭐뭐 있나요,고등학교 진학 남자 요즘 분위기 동아리,rural,3
477321464,121507,단국대 천안 / 영남대 최저 이번에 단국대 천안이랑 영남대에 지원했는데 최저가 있어요 혹시 한국사4등급 이내 조건이 있나요? 대부분 학교가 잇을거라고 하셔서,단국대 영남대 최저 이번 단국대 영남대 최저 혹시 한국사 이내 조건 대부분,rural,4
477380170,121306,저 이번달26일부터 모델과 연기학원 갑니다 어릴때부터 꿈을 향하여 시니어로 큰 기획사랑 연결된 곳 영원한 사랑 송주,이번 모델 학원 때 꿈 시니어 기획사 연결 곳 송주,rural,5
477424168,121306,진주에는 삼산회관 없나요? 이전에는 진주에도 삼산회관 여러군데 있었는데 지금은 없나요?,산 회관 산 회관 군데,rural,6
477452461,121603,충주 아이패드 사서 바로 할주 할수 있는 곳 채택 충주 아이패드 사서 바로 할주 할수 있는 곳 알려주세요 매장,아이패드 사서 바로 곳 채택 아이패드 사서 바로 곳 매장,rural,1
477414672,121507,북일고 기숙사? 천안시 거주 비교적 천안시에서는 고등학교랑 먼 편 1. 천안시 학생 기숙사 뽑는 방법 예를들면 성적 랜덤 2. 뽑힐 확률?,북일고 기숙사 거주 비교 고등학교 편 학생 기숙사 방법 를 성적 랜덤 확률,rural,3
477370120,121507,천안 일반고 어디 갈까요 본인 두정 청수 중에 고민중인데 어디 갈까여 ㅜㅜ 청수나 두정을 쓰자니 두 곳 다 경쟁률이 센 편이다 보니 떨어질 확률이 너무 커 보여서 도박같고 그렇다고 여고 같은 곳은 별로 안 가고 싶거든요 내신 따기 힘든 편이라고 하다 보니… 정 안되면 천여 쓸 생각이긴 한데 청수랑 두정 중에 경쟁률 더 낮은 학교 어딘가요? 좀 더 떨어질 확률이 적은… 아니면 갈 만한 타학교 있나요 본인 내신 160 후반이에요,일반 어디 본인 고민 어디 여 곳 경쟁률 편이 확률 보 도박 여고 곳 별로 편이 생각 경쟁률 더 어딘가 좀 더 확률 만 본인 후반,rural,4
477396355,121507,천안에 구운호떡(버블호떡)파는곳좀 알려주세요 이런 바삭하고 큰 호떡이요!,호떡 버블 호떡 곳좀 바삭 호떡,rural,5
477442559,121507,천안 성거읍이나 직산쪽에 LH있나요? 혹시 천안 성거나 직산쪽에 LH가 있나요? 궁금해서 올립니다,쪽 혹시 거나 쪽,rural,0
477451661,121010,10년전 통영 스카이독서실 사장님 연락처찾아요 10년전 통영 스카이독서실 사장님 연락처찾아요,스카이 독서실 사장 연락처 스카이 독서실 사장 연락처,rural,0
477447722,121010,통영시 음식물 쓰레기 배출 방법 제가 이사를 오게 되었는데 음식물 쓰레기를 버릴 때 칩을 꽂으라고 하더라구요~ 칩을 꽂고 그냥 집 밖에 두면 되는걸까요~??,음식물 쓰레기 배출 방법 제 음식물 쓰레기 때 칩 칩 그냥 집,rural,0
477388057,121110,포항제철고등학교가 가고싶습니다 안녕하세요 포항제철고등학교에 가고 싶어하는 예비 고1 타지역 학생입니다. 부모님이 포스코 출신은 아니시고 백분율도 2.25? 정도 약 전교 6등 정도 했던 것 같아요 근데 가장 걱정되는 건 제가 2학년 2학기 때 수학이 한번 B가 나온적 있어요(나머지 과목들은 전부 올A에요) 결석도 없고.. 이런 경우에는 이 리스크가 많이 크게 다가오나요? 그리고 2차 면접도 많이 빡세다고 들었는데 본격적으로 어느 정도로 빡센건지도 궁금해요 과연 합격할 수 있을까요..,제철 고등학교 제철 고등학교 예비 지역 학생 부모님 포스코 출신 백분율 약 전교 것 걱정 건 제 학년 학기 때 수학 한번 나머지 과목 전부 결석 경우 리스크 크게 면접 빡세 본격 빡센건지 과연 합격,rural,3
477431651,121110,이게 뭔가요? 포항 동해대로 지나가는데 너무 신기했어요. 뭘까요?,뭔가 뭘,rural,6
477436272,121205,여수 노래방있는 찝질방있나요? 있으면 알려주세요 ㅠㅠ 안녕하세요 그냥 평범한 학생들인데 친구들이랑 찜질방을 가려고 하거든요 근데 노래방있는 찜질방을 가ㅏ거싶은데 제가 찾는건 무리인것같아요 ㅠㅠ 있으면 제발 알려주세요ㅠㅠ 여천도 되고 여수도돼요 ㅠㅠ,노래방 그냥 학생 친구 찜질방 노래방 찜질방 제 제발,rural,4
477453049,120931,벌레가 온몸을 물었어요 안녕하세요 어제 밤에 무의식적으로 몸을 계속 긁은 게 어렴풋이 기억나는데 오늘 일어나보니까 얼굴부터 팔 발 뒤꿈치 옷 안도 들어가서 다리까지 총 열방을 뜯어놨더라고요 너무너무 간지럽고 특히 손 부분은 너무 부었을 정도인데 혹시 이거 진드기나 벼룩 빈대 종류일까요? 어제 기차 타고 지하철 타고 버스까지 타서 거기서 붙어온 듯해요,벌레 온몸 어제 밤 무의식 몸 계속 게 보 얼굴 팔 뒤꿈치 옷 다리 총 손 부분 혹시 진드기 벼룩 빈대 종류 어제 기차 지하철 버스 온 듯,rural,5
477379750,120931,병점역서해그랑블 메종 광고에는 서해그랑블 이름내걸면서 홍보하는데 막상 서해건설 에서는 참여의사만 내비쳤을뿐 계약도안했는데 마치 건설사와계약한것처럼 광고하는것 허위광고겠죠?,서해 그 블 메종 광고 서해 그 블 홍보 막상 서해 건설 참여 의사 내비 뿐 계약 건설 광고 허위 광고,rural,4
477451843,120931,동탄주변고등학교 동탄2 주변 고등학교 내신컷 좀 알려주세요,동탄 주변 고등학교 동탄 주변 고등학교 컷 좀,rural,1
477383000,121018,함안스포츠타운 사용료 경남 함안 스포츠타운 사용료 있나요?,스포츠 타운 사용 료 경남 스포츠 타운 사용 료,rural,2
477417360,121220,거리 학교에서 집까지 집에서 학교까지 버스타고 25분?정도 걸리면 좀 멀은 건가요?,집 집 버스 좀 건가,rural,5
477384462,121220,대구 조일고등학교 조일고 학과 다 알려주세요. 조일공고에 건축과 없나요?,고등학교 학과 조일공고 건축,rural,3
477447279,121220,렌즈개눈인가요? 학교에서 놀이공원갈때 끼고갈려는데 개눈인가용?,렌즈 눈 놀이 공원 때 끼 개눈,rural,2
477423673,121110,브솔시냇가... 브솔시냇가(포항)정신재활시설 .여기가 교회소속 사립?개인이 하는건가요?들어갈려면 어떤 절차가 필요하나요?,브솔 시냇가 브솔 시냇가 정신 재활 시설 여기 교회 소속 사립 개인 가요 절차,rural,3
477370529,121515,태안여고에 대해 알려주세요.. 중 1입니다 1. 급식은 맛있나요? 2. 학폭은 잘 일어난다고 하던데 분위기 기싸움 등 괜찮나요? 3. 현재 중1인데 중하위권입니다 들어갈수 있을까요? 4. 만약 들어간다면 그곳에서 잘 할수는 있을까요? 5. 학생들 성적이 못하는 편인가요? 6. 만약 성적이 잘 나온다면 그곳에서 중앙대 갈수 있을까요? 7. 기숙사 방 운영 방법 방 구조 어떻게 되어있나요? 8. 학교 시설 뭐가 있나요? (좋은지도 알려주세요) 9. 교복 이쁘다고 하던데 진짜인가요? 10. 동아리 종류는 뭐가 있나요? 11. 태안여고 들어가기 위한 커트라인이 대산고보다 높나요? (안 높다면 얼마정도 되는지 알려주세요ㅠ) 답변 부탁드려요!,여고 급식 학폭 일어난다 분위기 싸움 현재 하위 만약 곳 학생 성적 편 만약 성적 곳 중앙대 갈수 기숙사 운영 방법 구조 시설 뭐 교복 동아리 종류 뭐 여고 커트라인 산고 얼마,rural,3
477451791,121220,함평톨게이트 함평 키친205 함평톨게이트에서 용인 더본 디자인하우스까지 몇km이고? 몇시간걸려요? 시간의정원 동함평톨게이트에서 새터마을죽전힐스테이트까지 몇km이고? 몇시간걸려요?,톨게이트 키친 톨게이트 더 디자인 하우스 몇 시간 시간 의정원 톨게이트 터 마을 힐스테이트 몇 시간,rural,1
477451707,121220,함평톨게이트 함평 키친205 함평톨게이트에서 망포동 빌라까지 몇km이고? 몇시간걸려요? 시간의정원 동함평톨게이트에서 망포동 힐스테이트까지 몇km이고? 몇시간걸려요?,톨게이트 키친 톨게이트 빌라 몇 시간 시간 의정원 톨게이트 힐스테이트 몇 시간,rural,1
477451433,121220,함평톨게이트 함평 키친205 함평톨게이트에서 수원역 KFC까지 몇km예요? 몇시간걸려요? 시간의정원 동함평톨게이트에서 수원역 버거킹까지 몇km예요? 몇시간걸려요?,톨게이트 키친 톨게이트 몇 시간 시간 의정원 톨게이트 버거킹 몇 시간,rural,1
477451100,121220,함평톨게이트 함평 키친205 함평톨게이트에서 수원시청역 타이홀릭까지 몇km예요? 몇시간걸려요? 시간의정원 동함평톨게이트에서 수원시청역 홍콩반점0410까지 몇km예요? 몇시간걸려요?,톨게이트 키친 톨게이트 타이홀릭 몇 시간 시간 의정원 톨게이트 홍콩 반점 몇 시간,rural,1
477450988,121220,함평톨게이트 함평 키친205 함평톨게이트에서 수원 마조치킨까지 몇km예요? 몇시간걸려요? 시간의정원 동함평톨게이트에서 수원 나혜석거리 펀비어킹까지 몇km예요? 몇시간걸려요?,톨게이트 키친 톨게이트 치킨 몇 시간 시간 의정원 톨게이트 나혜석 펀비어킹 몇 시간,rural,1
477419486,121513,예산여고vs금성여고 안녕하세ㅇ요 저는 공주에 거주중인 중2입니다 아직 2학년이긴 하지만 제 선배들을 보면서 고등학교를 빨리 정해야 겠다는 생각이 들더라구요..ㅜ 제 목표는 성균관대입니다 과는 아직 생각 못해봤지만 성균관 이라는 학교가 너무 가고 싶어요 금성여고와 예산여고에 특징을 알고 싶어요!! 거리는 둘다 비슷하게 걸려서 상관 없거든요 (공부 분위기기숙사선생님들) 이 두학교 말고 다른 학교있으면 추천해주세요,여고 여고 거주 학년 제 선배 고등학교 정해 생각 제 목표 성균관대 생각 성균관 여고 여고 특징 알 공부 분위기 기숙사 선생님 다른,rural,3
477423602,121609,충북 음성 놀거리 많나요? 제가 시골에서 타지 생활 해 보고 싶어서 가 볼까 생각중인데 음성에 생산직 직원을 뽑더라구여 기숙사도 지원해주고 시골가면 돈도 많이 모을 수 있을 것 같아서요 걱정되는게 쉬는날에 문화생활 하고 싶은데 영화관이나 서점 카페 코노 즐길만한게 많을까요? 또 교통은 어떤지.. 버스는 많이 다니는지.. 교통이 안좋으면 탁송을 할 생각인데 초보운전이라 복잡한 시내 운전은 잘 못해요 답변 부탁드립니다,충북 놀 제 시골 타지 생활 보고 생각 생산 기숙사 시골 가면 돈 것 걱정 날 문화생활 영화관 서점 카페 코노 게 또 교통 버스 교통 탁송 생각 초보 시내,rural,3
